Plant_ID,Category,Common_Name,Green_Acres_URL,Estimate_Confidence,Needs_Green_Acres_Source,Green_Acres_Source_Need_Reason,Mature_Height_ft_est,Mature_Width_ft_est,High_Confidence_Fields,Knowledge_Notes
1,ANNUALS,Alyssum,https://idiggreenacres.com/products/alyssum?variant=13996299354164,High-confidence estimate,FALSE,,0.5,1,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Annual type matched.
62,HERBS AND VEGETABLES,Dill Organic,https://idiggreenacres.com/products/dill-organic?variant=43220865417385,High-confidence estimate,FALSE,,3,1.5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
63,HERBS AND VEGETABLES,Edamame Beans,https://idiggreenacres.com/products/edamame-beans?variant=14045392601140,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Edible category only. Exact size needs source. | Broad edible plant category fallback. Verify exact mature size.
64,HERBS AND VEGETABLES,Eggplant Black Beauty,https://idiggreenacres.com/products/eggplant-black-beauty?variant=14046250369076,High-confidence estimate,FALSE,,3,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
65,HERBS AND VEGETABLES,Eggplant Cloud Nine,https://idiggreenacres.com/products/eggplant-cloud-nine?variant=14046255808564,High-confidence estimate,FALSE,,3,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
66,HERBS AND VEGETABLES,Eggplant Fairy Tale,https://idiggreenacres.com/products/eggplant-fairy-tale?variant=14046301683764,High-confidence estimate,FALSE,,3,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
67,HERBS AND VEGETABLES,Eggplant Ichiban,https://idiggreenacres.com/products/eggplant-ichiban?variant=14048872202292,High-confidence estimate,FALSE,,3,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
68,HERBS AND VEGETABLES,Eggplant Japanese Long,https://idiggreenacres.com/products/eggplant-japanese-long?variant=31207696072727,High-confidence estimate,FALSE,,3,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
69,HERBS AND VEGETABLES,Eggplant Millionaire,https://idiggreenacres.com/products/eggplant-millionaire?variant=31430849757207,High-confidence estimate,FALSE,,3,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
70,HERBS AND VEGETABLES,Fava Bean,https://idiggreenacres.com/products/fava-bean?variant=43280307617961,High-confidence estimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
71,HERBS AND VEGETABLES,Fennel Green Leaf,https://idiggreenacres.com/products/fennel-green-leaf?variant=14354794381364,High-confidence estimate,FALSE,,3,1.5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
72,HERBS AND VEGETABLES,Italian Parsley Organic,https://idiggreenacres.com/products/italian-parsley-organic?variant=43220868563113,High-confidence estimate,FALSE,,1,1,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
73,HERBS AND VEGETABLES,Kale Blue Knight,https://idiggreenacres.com/products/kale-blue-knight?variant=29253563318324,High-confidence estimate,FALSE,,1.5,1.5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
74,HERBS AND VEGETABLES,Kale Dinosaur,https://idiggreenacres.com/products/kale-dinosaur?variant=41315655450793,High-confidence estimate,FALSE,,1.5,1.5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
75,HERBS AND VEGETABLES,Kale Red Russian,https://idiggreenacres.com/products/kale-red-russian?variant=37646345765033,High-confidence estimate,FALSE,,1.5,1.5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
76,HERBS AND VEGETABLES,Lavender,https://idiggreenacres.com/products/lavender?variant=14354849562676,High-confidence estimate,FALSE,,2.5,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
77,HERBS AND VEGETABLES,Lemon Balm,https://idiggreenacres.com/products/lemon-balm?variant=14355146211380,High-confidence estimate,FALSE,,2,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
78,HERBS AND VEGETABLES,Lemon Grass,https://idiggreenacres.com/products/lemon-grass?variant=14355280494644,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Edible category only. Exact size needs source. | Broad edible plant category fallback. Verify exact mature size.
79,HERBS AND VEGETABLES,Lemon Thyme,https://idiggreenacres.com/products/lemon-thyme?variant=31221210218519,High-confidence estimate,FALSE,,0.75,1.5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
80,HERBS AND VEGETABLES,Lemon Verbena,https://idiggreenacres.com/products/lemon-verbena?variant=14357825650740,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Edible category only. Exact size needs source. | Broad edible plant category fallback. Verify exact mature size.
81,HERBS AND VEGETABLES,Marjoram Sweet,https://idiggreenacres.com/products/marjoram-sweet?variant=14359148134452,High-confidence estimate,FALSE,,0.75,1.5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
82,HERBS AND VEGETABLES,Melon Ambrosia Cantaloupe,https://idiggreenacres.com/products/melon-ambrosia-cantaloupe?variant=14049220788276,High-confidence estimate,FALSE,,1,6,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
83,HERBS AND VEGETABLES,Melon Ball Hybrid Cantaloupe,https://idiggreenacres.com/products/melon-ball-hybrid-cantaloupe?variant=31481023234071,High-confidence estimate,FALSE,,1,6,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
84,HERBS AND VEGETABLES,Melon Crenshaw,https://idiggreenacres.com/products/melon-crenshaw?variant=14049226752052,High-confidence estimate,FALSE,,1,6,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
85,HERBS AND VEGETABLES,Melon Gold Star Cantaloupe,https://idiggreenacres.com/products/melon-gold-star-cantaloupe?variant=31206468091927,High-confidence estimate,FALSE,,1,6,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
86,HERBS AND VEGETABLES,Melon Hales Best Cantaloupe,https://idiggreenacres.com/products/melon-hales-best-cantaloupe?variant=31206442860567,High-confidence estimate,FALSE,,1,6,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
87,HERBS AND VEGETABLES,Melon Harpers Hybrid Cantaloupe,https://idiggreenacres.com/products/melon-harpers-hybrid-cantaloupe?variant=31207596851223,High-confidence estimate,FALSE,,1,6,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
88,HERBS AND VEGETABLES,Melon Honeydew,https://idiggreenacres.com/products/melon-honeydew?variant=14049399570484,High-confidence estimate,FALSE,,1,6,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
89,HERBS AND VEGETABLES,Melon Roadside Cantaloupe,https://idiggreenacres.com/products/melon-roadside-cantaloupe?variant=14049469366324,High-confidence estimate,FALSE,,1,6,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
90,HERBS AND VEGETABLES,Mint Chocolate,https://idiggreenacres.com/products/mint-chocolate?variant=14358019080244,High-confidence estimate,FALSE,,2,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
91,HERBS AND VEGETABLES,Mint Peppermint,https://idiggreenacres.com/products/mint-peppermint?variant=14358171549748,High-confidence estimate,FALSE,,2,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
92,HERBS AND VEGETABLES,Mint Spearmint,https://idiggreenacres.com/products/mint-spearmint?variant=14333827776564,High-confidence estimate,FALSE,,2,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
93,HERBS AND VEGETABLES,Momotaro,https://idiggreenacres.com/products/momotaro?variant=14089103605812,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Edible category only. Exact size needs source. | Broad edible plant category fallback. Verify exact mature size.
94,HERBS AND VEGETABLES,Okra Clemson Spineless,https://idiggreenacres.com/products/okra-clemson-spineless?variant=14049514389556,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Edible category only. Exact size needs source. | Broad edible plant category fallback. Verify exact mature size.
95,HERBS AND VEGETABLES,Okra Red Burgundy,https://idiggreenacres.com/products/okra-red-burgundy?variant=14049584119860,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Edible category only. Exact size needs source. | Broad edible plant category fallback. Verify exact mature size.
96,HERBS AND VEGETABLES,Onion Scallions Green Onions,https://idiggreenacres.com/products/onion-scallions-green-onions?variant=14049659486260,High-confidence estimate,FALSE,,1.5,1.5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
97,HERBS AND VEGETABLES,Onion Shallots,https://idiggreenacres.com/products/onion-shallots?variant=14049660960820,High-confidence estimate,FALSE,,1.5,1.5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
98,HERBS AND VEGETABLES,Onion Stockton Red,https://idiggreenacres.com/products/onion-stockton-red?variant=41877998043305,High-confidence estimate,FALSE,,1.5,1.5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
99,HERBS AND VEGETABLES,Onion White,https://idiggreenacres.com/products/onion-white?variant=38402042724521,High-confidence estimate,FALSE,,1.5,1.5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
100,HERBS AND VEGETABLES,Onion Yellow,https://idiggreenacres.com/products/onion-yellow?variant=31716035428375,High-confidence estimate,FALSE,,1.5,1.5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
101,HERBS AND VEGETABLES,Oregano Greek,https://idiggreenacres.com/products/oregano-greek?variant=14358387687476,High-confidence estimate,FALSE,,0.75,1.5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
102,HERBS AND VEGETABLES,Oregano Hot N Spicy,https://idiggreenacres.com/products/oregano-hot-n-spicy?variant=14358471409716,High-confidence estimate,FALSE,,0.75,1.5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
103,HERBS AND VEGETABLES,Oregano Italian,https://idiggreenacres.com/products/oregano-italian?variant=14333889675316,High-confidence estimate,FALSE,,0.75,1.5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
104,HERBS AND VEGETABLES,Organic Cilantro Coriander,https://idiggreenacres.com/products/organic-cilantro-coriander?variant=43230697980073,High-confidence estimate,FALSE,,1,1,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
105,HERBS AND VEGETABLES,Organic Melon Hearts Of Gold,https://idiggreenacres.com/products/organic-melon-hearts-of-gold?variant=14439212777524,High-confidence estimate,FALSE,,1,6,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
106,HERBS AND VEGETABLES,Organic Mint Spearmint,https://idiggreenacres.com/products/organic-mint-spearmint?variant=43230722228393,High-confidence estimate,FALSE,,2,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
107,HERBS AND VEGETABLES,Organic Oregano Italian,https://idiggreenacres.com/products/organic-oregano-italian?variant=14438724304948,High-confidence estimate,FALSE,,0.75,1.5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
108,HERBS AND VEGETABLES,Organic Rosemary Barbecue,https://idiggreenacres.com/products/organic-rosemary-barbecue?variant=14438814613556,High-confidence estimate,FALSE,,4,4,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
109,HERBS AND VEGETABLES,Organic Thyme English,https://idiggreenacres.com/products/organic-thyme-english?variant=14439004274740,High-confidence estimate,FALSE,,0.75,1.5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
110,HERBS AND VEGETABLES,Organic Thyme Lemon,https://idiggreenacres.com/products/organic-thyme-lemon?variant=43220813316265,High-confidence estimate,FALSE,,0.75,1.5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Herb/vegetable type matched.
