Common_Name,Botanical_Name,Category,Plan_Symbol_File,Plan_Symbol_Type,Icon_Label,Plan_Symbol_Color
Fountain Grass 'Little Bunny',Pennisetum alopecuroides 'Little Bunny',SHRUBS,65.svg,segmented-spiky-plant,Segmented spiky plant,#86A450
Fringe Flower 'Chang Nian Hong',Loropetalum chinense 'Chang Nian Hong',SHRUBS,59.svg,lobed-flower,Lobed flower,#7A9A79
Fringe Flower Jazz Hands&#174 Dwarf Pink,Loropetalum chinense Jazz Hands&#174 Dwarf Pink,SHRUBS,21.svg,irregular-shrub-mass,Irregular shrub mass,#E2A4B6
Fringe Flower Jazz Hands&#174 Dwarf White,Loropetalum chinense Jazz Hands&#174 Dwarf White,SHRUBS,23.svg,curved-spreading-canopy,Curved spreading canopy,#A8B89D
Fringe Flower Jazz Hands Mini&#174,Loropetalum chinense Jazz Hands Mini&#174,SHRUBS,111.svg,rocky-broken-shrub,Rocky broken shrub,#6D9956
Fringe Flower 'Purple Majesty',Loropetalum chinense 'Purple Majesty',SHRUBS,70.svg,wide-petal-rosette,Wide petal rosette,#78906F
Fruity Germander,Teucrium cossonii majoricum,SHRUBS,57.svg,open-shrub-mass,Open shrub mass,#678E6B
Gardenia 'First Love' | Monrovia,Gardenia jasminoides 'First Love',SHRUBS,97.svg,round-leaf-vine-canopy,Round leaf vine canopy,#C07DBA
Gardenia 'Kleim's Hardy',Gardenia jasminoides 'Kleim's Hardy',SHRUBS,76.svg,dotted-flower-rosette,Dotted flower rosette,#D1A3BB
Gardenia 'Mystery',Gardenia jasminoides 'Mystery',SHRUBS,102.svg,flowering-branch-cluster,Flowering branch cluster,#C090AF
Gardenia 'August Beauty',Gardenia jasminoides 'August Beauty',SHRUBS,59.svg,lobed-flower,Lobed flower,#CA87A7
Gardenia 'Radicans',Gardenia jasminoides 'Radicans',SHRUBS,93.svg,small-round-shrub,Small round shrub,#BF7EB7
Gardenia 'Veitchii',Gardenia jasminoides 'Veitchii',SHRUBS,86.svg,branching-vine-shrub,Branching vine/shrub,#D69EBB
Giant Bird of Paradise,Strelitzia nicolai,SHRUBS,31.svg,small-round-leaf-cluster,Small round leaf cluster,#579859
Giant Chain Fern,Woodwardia fimbriata,SHRUBS,37.svg,swirling-grass-vine,Swirling grass/vine,#5F9A74
Giant Ligularia,Ligularia tussilaginea 'Gigantea',SHRUBS,102.svg,flowering-branch-cluster,Flowering branch cluster,#649254
Giant Timber Bamboo,Bambusa oldhamii,SHRUBS,42.svg,wispy-upright-grass,Wispy upright grass,#65A46B
Globe Colorado Blue Spruce,Picea pungens 'Globosa',SHRUBS,47.svg,conifer-branching,Conifer branching,#9493CE
"Goji Berry 4"" Sleeve",Dave Wilson Nursery&#174;,SHRUBS,43.svg,fern-branching,Fern/branching foliage,#658060
Golden Euonymus,Euonymus japonicus 'Aureo-marginatus',SHRUBS,29.svg,flowering-shrub-mass,Flowering shrub mass,#DAD252
Goldflame Honeysuckle Stake,Lonicera x heckrottii 'Goldflame',SHRUBS,12.svg,airy-branching-plant,Airy branching plant,#E5D060
"Gooseberry 4"" Sleeve",Dave Wilson Nursery&#174;,SHRUBS,105.svg,soft-textured-round-shrub,Soft textured round shrub,#629060
Green Tower&#174; Boxwood | Monrovia,Buxus sempervirens 'Green Tower',SHRUBS,11.svg,broken-texture-shrub,Broken texture shrub,#5AA05C
Grevillea 'Coastal Gem',Grevillea lanigera 'Coastal Gem',SHRUBS,11.svg,broken-texture-shrub,Broken texture shrub,#6C8967
Grevillea 'Mt. Tamboritha',Grevillea lanigera 'Mt. Tamboritha',SHRUBS,109.svg,simple-dot-canopy,Simple dot canopy,#759A6A
Grevillea 'Noellii',,SHRUBS,29.svg,flowering-shrub-mass,Flowering shrub mass,#739E61
Ground Morning Glory,Convolvulus mauritanicus,SHRUBS,98.svg,trailing-leaf-mass,Trailing leaf mass,#6B9857
Heath 'Kramer's Rote',Erica x darleyensis 'Kramer's Rote',SHRUBS,8.svg,flowing-groundcover,Flowing groundcover,#859E7F
Heath 'Mediterranean Pink',Erica x darleyensis 'Mediterranean Pink',SHRUBS,92.svg,smooth-lobed-groundcover,Smooth lobed groundcover,#D1738F
Heath 'Mediterranean White',Erica x darleyensis 'Mediterranean White',SHRUBS,60.svg,smooth-round-mound,Smooth round mound,#ABC09B
Heavenly Bamboo,Nandina domestica,SHRUBS,42.svg,wispy-upright-grass,Wispy upright grass,#B56D6D
Heavenly Bamboo 'Compacta',Nandina domestica 'Compacta',SHRUBS,42.svg,wispy-upright-grass,Wispy upright grass,#B76360
Heavenly Bamboo,Nandina domestica 'Lemon Lime',SHRUBS,42.svg,wispy-upright-grass,Wispy upright grass,#BA7667
Heavenly Bamboo,Nandina domestica 'Lemon Lime',SHRUBS,42.svg,wispy-upright-grass,Wispy upright grass,#BA7667
Heavenly Bamboo 'Moon Bay',Nandina domestica 'Moon Bay',SHRUBS,48.svg,upright-stem-burst,Upright stem burst,#BD7D45
HibisKISS&#8482; Spin the Bottle,Hibiscus rosa-sinensis HibisKISS&#8482; Spin the Bottle,SHRUBS,95.svg,petal-ring-flower,Petal ring flower,#75976D
Holly Fern,Cyrtomium falcatum,SHRUBS,37.svg,swirling-grass-vine,Swirling grass/vine,#85B18F
Holly 'Sky Pencil',Ilex crenata 'Sky Pencil',SHRUBS,4.svg,jagged-textured-canopy,Jagged textured canopy,#6A8A5C
Hollywood&#174; Series Tropical Hibiscus,Hibiscus rosa-sinensis,SHRUBS,27.svg,succulent-star-rosette,Succulent star rosette,#6C9F6A
Horsetail Reed,Equisetum hyemale,SHRUBS,95.svg,petal-ring-flower,Petal ring flower,#609654
Hosta,Hosta Assorted,SHRUBS,101.svg,layered-flower-rosette,Layered flower rosette,#628A56
Hydrangea,Hydrangea macrophylla,SHRUBS,101.svg,layered-flower-rosette,Layered flower rosette,#708466
Bobo&#174; Hydrangea,Hydrangea paniculata 'Bobo',SHRUBS,17.svg,smooth-spreading-mass,Smooth spreading mass,#76A86B
Hydrangea 'Enziandom',Hydrangea macrophylla 'Enziandom',SHRUBS,16.svg,large-flowering-plant,Large flowering plant,#829B7D
Hydrangea 'Fort Bragg',Hydrangea macrophylla 'Fort Bragg',SHRUBS,96.svg,flowering-rosette-cluster,Flowering rosette cluster,#80A871
Hydrangea 'Glowing Embers',Hydrangea macrophylla 'Glowing Embers',SHRUBS,1.svg,flowering-accent,Flowering accent,#629155
Limelight Prime&#174; Hydrangea,Hydrangea paniculata 'Limelight Prime',SHRUBS,17.svg,smooth-spreading-mass,Smooth spreading mass,#5F935C
Hydrangea,Hydrangea 'Little Quick Fire',SHRUBS,92.svg,smooth-lobed-groundcover,Smooth lobed groundcover,#748D68
Hydrangea 'Royal Purple',Hydrangea macrophylla 'royal purple',SHRUBS,1.svg,flowering-accent,Flowering accent,#D173AD
Hydrangea 'White',Hydrangea macrophylla 'white',SHRUBS,76.svg,dotted-flower-rosette,Dotted flower rosette,#ADBFA0
Hydrangea 'Nikko Blue',Hydrangea macrophylla 'Nikko Blue',SHRUBS,70.svg,wide-petal-rosette,Wide petal rosette,#8B82BB
Indian Hawthorn,Rhaphiolepis indica 'Majestic Beauty',SHRUBS,90.svg,woven-conifer-mass,Woven conifer mass,#709D6C
Indian Hawthorn 'Pink Dancer',Rhaphiolepis indica 'Pink Dancer',SHRUBS,57.svg,open-shrub-mass,Open shrub mass,#E088C2
Indian Hawthorn 'Pinkie',Rhaphiolepis indica 'Pinkie',SHRUBS,56.svg,large-smooth-canopy,Large smooth canopy,#CB74B4
Japanese Aralia,Fatsia japonica,SHRUBS,96.svg,flowering-rosette-cluster,Flowering rosette cluster,#609F63
Gold Dust Plant,Aucuba japonica 'Variegata',SHRUBS,1.svg,flowering-accent,Flowering accent,#DBB74D
Japanese Tassel Fern,Polystichum polyblepharum (setosum),SHRUBS,71.svg,fern-palmate,Fern palmate,#6CA26B
Jessamine 'Orange Peel' | Monrovia,Cestrum 'Orange Peel',SHRUBS,43.svg,fern-branching,Fern/branching foliage,#F26926
Shore Juniper 'Blue Pacific',Juniperus conferta 'Blue Pacific',SHRUBS,90.svg,woven-conifer-mass,Woven conifer mass,#A09BCB
Juniper 'Blue Star',Juniperus squamata 'Blue Star',SHRUBS,52.svg,spiky-round-rosette,Spiky round rosette,#7E8FC4
Juniper 'Green Mound',Juniperus procumbens 'Green Mound',SHRUBS,90.svg,woven-conifer-mass,Woven conifer mass,#81A178
Juniper 'Icee Blue' | Monrovia,Juniperus horizontalis 'Icee Blue',SHRUBS,47.svg,conifer-branching,Conifer branching,#9BA9CB
Juniper 'Mint Julep' 2 Ball | Monrovia,Juniperus chinensis 'Mint Julep',SHRUBS,52.svg,spiky-round-rosette,Spiky round rosette,#658068
Juniper,Juniperus chinensis 'Shimpaku' Hindupan,SHRUBS,103.svg,radial-spike-canopy,Radial spike canopy,#5B855E
Juniper 'Spartan',Juniperus chinensis 'Spartan',SHRUBS,94.svg,angular-conifer-canopy,Angular conifer canopy,#74986C
Juniper 'Spartan' Spiral | Monrovia,Juniperus chinensis 'Spartan' Spiral,SHRUBS,94.svg,angular-conifer-canopy,Angular conifer canopy,#708665
Juniper 'Wichita Blue',Juniperus scopulorum 'Wichita Blue',SHRUBS,89.svg,dense-needle-conifer,Dense needle/conifer,#786FC3
Leatherleaf Fern,Rumohra adiantiformis,SHRUBS,71.svg,fern-palmate,Fern palmate,#76A176
Lemon Bottlebrush,Callistemon citrinus,SHRUBS,64.svg,fine-radial-perennial,Fine radial perennial,#CF556D
Lemon Bottlebrush Standard Trunk,Callistemon citrinus,SHRUBS,26.svg,arching-grass-swirl,Arching grass swirl,#DD8174
Goldcrest Lemon Cypress,Cupressus macrocarpa 'Wilma',SHRUBS,90.svg,woven-conifer-mass,Woven conifer mass,#EAB95C
Let,Let's Dance&#174; Blue Jangles Hydrangea macrophylla,SHRUBS,102.svg,flowering-branch-cluster,Flowering branch cluster,#9EA2CC
Leucadendron 'Wilson's Wonder',Leucadendron 'Wilson's Wonder',SHRUBS,56.svg,large-smooth-canopy,Large smooth canopy,#80A276
Lilac Hybrids | Monrovia,Syringa vulgaris Hybrids,SHRUBS,97.svg,round-leaf-vine-canopy,Round leaf vine canopy,#5F915F
Lily of the Nile,Agapanthus africanus,SHRUBS,46.svg,palm,Palm,#5F9C5E
Lily of the Nile 'Baby Pete',Agapanthus orientalis 'Baby Pete',SHRUBS,25.svg,fine-grass-burst,Fine grass burst,#79AB78
Lily of the Nile 'Black Pantha',Agapanthus 'Black Pantha',SHRUBS,33.svg,strappy-rosette,Strappy rosette,#619466
Lily of the Nile 'Brilliant Blue',Agapanthus 'Brilliant Blue',SHRUBS,101.svg,layered-flower-rosette,Layered flower rosette,#7F91BD
Lily of the Nile,Agapanthus 'Ever Amethyst',SHRUBS,80.svg,small-leaf-rosette,Small leaf rosette,#5B9F5D
Lily of the Nile,Agapanthus 'Ever Sapphire',SHRUBS,15.svg,geometric-rosette,Geometric rosette,#6B865F
Lily of the Nile,Agapanthus 'Ever White',SHRUBS,42.svg,wispy-upright-grass,Wispy upright grass,#C8CFC3
Lily of the Nile 'Peter Pan White',Agapanthus x 'Peter Pan White',SHRUBS,18.svg,spiky-grass-burst,Spiky grass burst,#C1C7B7
Lily of the Nile 'Queen Anne',Agapanthus africanus 'Queen Anne',SHRUBS,80.svg,small-leaf-rosette,Small leaf rosette,#678764
Lily of the Nile 'Storm Cloud',Agapanthus x 'Stormcloud',SHRUBS,34.svg,pointed-succulent-rosette,Pointed succulent rosette,#83A178
Lily of the Nile 'Tinker Bell',Agapanthus x 'Tinker Bell',SHRUBS,71.svg,fern-palmate,Fern palmate,#84AC72
Lilyturf 'Big Blue',Liriope muscari 'Big Blue',SHRUBS,84.svg,round-flower-cluster,Round flower cluster,#9D97CA
Lilyturf 'Purple Explosion',Liriope muscari 'Royal Purple',SHRUBS,49.svg,airy-flower-spike,Airy flower spike,#D390A3
Lilyturf 'Royal Purple',Liriope muscari 'Royal Purple',SHRUBS,35.svg,small-flowering-mound,Small flowering mound,#DB97B5
Lilyturf 'Silvery Sunproof',Liriope muscari 'Silvery Sunproof',SHRUBS,55.svg,spiral-round-shrub,Spiral round shrub,#84A9AB
Little Lime&#174; Hydrangea,Hydrangea paniculata 'Little Lime',SHRUBS,110.svg,dense-broken-shrub,Dense broken shrub,#D09FC9
Little Ollie&#174; Dwarf Olive | Monrovia,Olea europaea 'Montra',SHRUBS,17.svg,smooth-spreading-mass,Smooth spreading mass,#5C935D
Lo & Behold&#174;,,SHRUBS,12.svg,airy-branching-plant,Airy branching plant,#669368
Platinum Beauty&#8482; Lomandra,Lomandra longifolia 'Platinum Beauty',SHRUBS,42.svg,wispy-upright-grass,Wispy upright grass,#7CA39A
Fringe Flower Jazz Hands Bold&#174,Loropetalum chinense Jazz Hands Bold&#174,SHRUBS,66.svg,speckled-groundcover-mat,Speckled groundcover mat,#7F9475
Fringe Flower 'Rubrum',Loropetalum chinense 'Rubrum',SHRUBS,31.svg,small-round-leaf-cluster,Small round leaf cluster,#88A578
Magical&#174; Gold Forsythia,Forsythia x intermedia 'Magical Gold',SHRUBS,107.svg,fringed-round-shrub,Fringed round shrub,#DFA052
Mahonia,Mahonia eurybracteata 'Soft Caress',SHRUBS,91.svg,loose-groundcover-mass,Loose groundcover mass,#7DAC7B
Maiden Grass 'Gracillimus',Miscanthus sinensis 'Gracillimus',SHRUBS,108.svg,sharp-radial-grass,Sharp radial grass,#A7A870
Mangave 'Lavender Lady',Mangave 'Lavender Lady',SHRUBS,95.svg,petal-ring-flower,Petal ring flower,#8A8BC2
Mangave 'Snow Leopard',Mangave 'Snow Leopard',SHRUBS,52.svg,spiky-round-rosette,Spiky round rosette,#BEC7B8
Manzanita 'Emerald Carpet',Arctostaphylos 'Emerald Carpet',SHRUBS,24.svg,dense-textured-groundcover,Dense textured groundcover,#659A68
Camellia 'Mathotiana Supreme' | Monrovia,Camellia japonica 'Mathotiana Supreme',SHRUBS,20.svg,round-shrub-mass,Round shrub mass,#C488A4
Mock Orange,Pittosporum tobira,SHRUBS,58.svg,simple-flower,Simple flower,#F89748
Mock Orange 'Cream de Mint',Pittosporum tobira 'Cream de Mint',SHRUBS,1.svg,flowering-accent,Flowering accent,#EBA522
Mock Orange 'Wheeler's Dwarf',Pittosporum tobira 'Wheeler's Dwarf',SHRUBS,42.svg,wispy-upright-grass,Wispy upright grass,#F2863A
Myoporum 'Putah Creek',Myoporum parvifolium 'Putah Creek',SHRUBS,62.svg,lobed-groundcover,Lobed groundcover,#C4799E
Heavenly Bamboo 'Firepower',Nandina domestica 'Firepower',SHRUBS,86.svg,branching-vine-shrub,Branching vine/shrub,#CA836C
Heavenly Bamboo 'Gulf Stream',Nandina domestica 'Gulf Stream',SHRUBS,83.svg,needle-leaf-clump,Needle leaf clump,#BB6261
Heavenly Bamboo,Nandina domestica 'Obsession',SHRUBS,42.svg,wispy-upright-grass,Wispy upright grass,#AA4F4F
New Zealand Flax 'Dark Delight' | Matsuda's,Phormium 'Dark Delight',SHRUBS,15.svg,geometric-rosette,Geometric rosette,#A3A361
New Zealand Flax 'Dusky Chief',Phormium 'Dusky Chief',SHRUBS,42.svg,wispy-upright-grass,Wispy upright grass,#8D9E66
New Zealand Flax 'Jester',,SHRUBS,34.svg,pointed-succulent-rosette,Pointed succulent rosette,#8C8E5C
New Zealand Flax 'Maori Chief',Phormium 'Maori Chief',SHRUBS,80.svg,small-leaf-rosette,Small leaf rosette,#8AA253
New Zealand Flax 'Mat's Merlot' | Matsuda's,Phormium 'Mat's Merlot',SHRUBS,18.svg,spiky-grass-burst,Spiky grass burst,#9CA757
New Zealand Flax 'Pink Stripe',Phormium 'Pink Stripe',SHRUBS,71.svg,fern-palmate,Fern palmate,#E49DB0
New Zealand Flax 'Rainbow Warrior',Phormium 'Rainbow Warrior',SHRUBS,44.svg,succulent-leaf-cluster,Succulent leaf cluster,#A9AF69
New Zealand Flax 'Sundowner' | Matsuda's,,SHRUBS,79.svg,split-leaf-accent,Split leaf accent,#A1B077
New Zealand Flax 'Yellow Wave',Phormium 'Yellow Wave',SHRUBS,27.svg,succulent-star-rosette,Succulent star rosette,#D9CE62
New Zealand Wind Grass,Stipa arundinacea,SHRUBS,100.svg,angular-smooth-rosette,Angular smooth rosette,#8CAB59
North Pole&#174; Arborvitae,Thuja occidentalis 'North Pole',SHRUBS,89.svg,dense-needle-conifer,Dense needle/conifer,#78B07B
Oakleaf Hydrangea,Hydrangea quercifolia,SHRUBS,49.svg,airy-flower-spike,Airy flower spike,#8BAB76
Oleander 'Petite Pink',Nerium oleander 'Petite Pink',SHRUBS,105.svg,soft-textured-round-shrub,Soft textured round shrub,#DE809F
Orange Sedge,Carex testacea,SHRUBS,83.svg,needle-leaf-clump,Needle leaf clump,#F48043
Orange Sedge 'Prairie Fire',Carex testacea 'Prairie Fire',SHRUBS,26.svg,arching-grass-swirl,Arching grass swirl,#F5C75B
Orchid Rockrose,Cistus x purpureus,SHRUBS,11.svg,broken-texture-shrub,Broken texture shrub,#CE81A8
Paraplu Pink Ink&#174; Rose of Sharon,Hibiscus x 'Paraplu Pink Ink',SHRUBS,75.svg,textured-round-groundcover,Textured round groundcover,#DF84A8
Paraplu Violet&#174; Rose of Sharon,Hibiscus x 'Paraplu Violet',SHRUBS,9.svg,smooth-shrub-mass,Smooth shrub mass,#D17398
Peony Hybrids | Monrovia,Paeonia hybrids,SHRUBS,73.svg,cloud-shrub-mound,Cloud shrub mound,#738768
Pineapple Guava,Feijoa sellowiana,SHRUBS,86.svg,branching-vine-shrub,Branching vine/shrub,#6E995A
Pineapple Guava Standard Trunk,Feijoa sellowiana,SHRUBS,43.svg,fern-branching,Fern/branching foliage,#6EB26E
Pink Myoporum,Myoporum parvifolium 'Pink',SHRUBS,17.svg,smooth-spreading-mass,Smooth spreading mass,#DE85B7
Oleander 'Pink',Nerium oleander 'Pink',SHRUBS,107.svg,fringed-round-shrub,Fringed round shrub,#DD8BBD
Prime-Ark&#174; Freedom Blackberry,Rubus x 'Prime-Ark Freedom',SHRUBS,95.svg,petal-ring-flower,Petal ring flower,#6E9D62
Princess Flower,Tibouchina urvilleana,SHRUBS,73.svg,cloud-shrub-mound,Cloud shrub mound,#73B07A
Privet,Ligustrum sinense 'Sunshine',SHRUBS,107.svg,fringed-round-shrub,Fringed round shrub,#5EA05A
Pugster Blue&#174 Butterfly Bush,Buddleja 'Pugster Blue',SHRUBS,48.svg,upright-stem-burst,Upright stem burst,#A6ACCE
Pugster Periwinkle&#174 Butterfly Bush,Buddleja 'Pugster Periwinkle',SHRUBS,26.svg,arching-grass-swirl,Arching grass swirl,#6C9A65
Pugster Pinker&#174; Butterfly Bush,Buddleja 'Pugster Pinker',SHRUBS,85.svg,tangled-vine-mass,Tangled vine mass,#E295BB
Pugster White&#174 Butterfly Bush,Buddleja 'Pugster Blue',SHRUBS,37.svg,swirling-grass-vine,Swirling grass/vine,#7B81BD
Purple Pillar&#174; Rose of Sharon,Hibiscus syriacus 'Gandini Santiago',SHRUBS,109.svg,simple-dot-canopy,Simple dot canopy,#CC7E9E
Raspberry Shortcake&#174; Raspberry,Rubus idaeus 'Raspberry Shortcake',SHRUBS,96.svg,flowering-rosette-cluster,Flowering rosette cluster,#668B55
Red Abyssinian Banana,Ensete ventricosum 'Maureli',SHRUBS,39.svg,leaf-star-rosette,Leaf star rosette,#D65D6B
Oleander 'Red',Nerium oleander 'Red',SHRUBS,54.svg,soft-round-shrub,Soft round shrub,#C190AE
Red Tip Photinia Espalier,Photinia x fraseri Espalier,SHRUBS,82.svg,small-flower-cluster,Small flower cluster,#D17E67
Red Yucca,Hesperaloe parvifolia,SHRUBS,108.svg,sharp-radial-grass,Sharp radial grass,#D54F65
Brakelights&#174; Red Yucca,Brakelights&#174; Hesperaloe parvifolia,SHRUBS,45.svg,radial-flower-rosette,Radial flower rosette,#D18067
Rhododendron,Rhododendron Assorted,SHRUBS,70.svg,wide-petal-rosette,Wide petal rosette,#6EA163
Rockrose ??Little Miss Sunshine??,Cistus 'Little Miss Sunshine',SHRUBS,96.svg,flowering-rosette-cluster,Flowering rosette cluster,#D8819A
Rockrose ??Mickie??,Cistus x 'Mickie',SHRUBS,107.svg,fringed-round-shrub,Fringed round shrub,#DD7CA0
Rockrose ??Sunset??,Cistus x 'Sunset',SHRUBS,68.svg,serrated-round-shrub,Serrated round shrub,#D99EBB
Rose of Sharon 'Aphrodite',Hibiscus syriacus 'Aphrodite',SHRUBS,54.svg,soft-round-shrub,Soft round shrub,#DD8199
Rose of Sharon 'Minerva',Hibiscus syriacus 'Minerva',SHRUBS,54.svg,soft-round-shrub,Soft round shrub,#DD9FB0
Rose of Sharon 'Red Heart',Hibiscus syriacus 'Red Heart',SHRUBS,4.svg,jagged-textured-canopy,Jagged textured canopy,#E26A76
Rosemary Holiday Cone,Rosmarinus officinalis,SHRUBS,106.svg,spiral-groundcover-mass,Spiral groundcover mass,#D768B1
Trailing Rosemary,Rosmarinus officinalis 'Prostratus',SHRUBS,40.svg,airy-branching-flower,Airy branching flower,#D772B8
Shrubby Yew Pine 'Maki',Podocarpus macrophyllus maki,SHRUBS,47.svg,conifer-branching,Conifer branching,#5A8E57
Silver Maiden Grass 'Morning Light',Miscanthus sinensis 'Morning Light',SHRUBS,83.svg,needle-leaf-clump,Needle leaf clump,#869999
Silverberry 'Olive Martini',Elaeagnus x ebbingei 'Olive Martini',SHRUBS,78.svg,airy-vine-cluster,Airy vine cluster,#9DB0AE
Sky Box&#174; Japanese Holly,Ilex crenata 'Sky Box',SHRUBS,105.svg,soft-textured-round-shrub,Soft textured round shrub,#71A767
Smoke Tree,Cotinus coggygria 'Royal Purple',SHRUBS,109.svg,simple-dot-canopy,Simple dot canopy,#E3A4BE
Smoke Tree 'Royal Purple',Cotinus coggygria 'Royal Purple',SHRUBS,4.svg,jagged-textured-canopy,Jagged textured canopy,#D282B3
Smoke Tree Winecraft Black&#174;,Cotinus coggygria 'Winecraft Black',SHRUBS,56.svg,large-smooth-canopy,Large smooth canopy,#78AD76
Smoke Tree Winecraft Gold&#174;,Cotinus coggygria 'Winecraft Gold',SHRUBS,29.svg,flowering-shrub-mass,Flowering shrub mass,#DCC365
Society Garlic,Tulbaghia violacea,SHRUBS,50.svg,bold-spiky-rosette,Bold spiky rosette,#5B8B5C
Society Garlic 'Fairy Star',Tulbaghia 'Fairy Star',SHRUBS,74.svg,segmented-radial-plant,Segmented radial plant,#699654
Southern Sword Fern,Nephrolepis cordifolia,SHRUBS,26.svg,arching-grass-swirl,Arching grass swirl,#6AB280
Sprinter &#174; Boxwood,Buxus microphylla microphylla japonica 'Sprinter',SHRUBS,55.svg,spiral-round-shrub,Spiral round shrub,#709F6A
Summerific&#174; Hibiscus,Rose Mallow Hibiscus hybrid,SHRUBS,98.svg,trailing-leaf-mass,Trailing leaf mass,#DC8CC0
Sunjoy Neo&#174; Barberry,Berberis thunbergii 'Sunjoy Neo',SHRUBS,5.svg,round-dense-canopy,Round dense canopy,#6FAE76
Sunjoy&#174; Tangelo&#8482; Barberry,Berberis thunbergii 'Sunjoy Tangelo',SHRUBS,24.svg,dense-textured-groundcover,Dense textured groundcover,#73A970
Sweet Flag,Acorus gramineus 'Ogon',SHRUBS,26.svg,arching-grass-swirl,Arching grass swirl,#80A079
Sweet Olive,Osmanthus fragrans,SHRUBS,109.svg,simple-dot-canopy,Simple dot canopy,#6D8764
Sweet Pea Shrub 'Petite Butterflies',Polygala fruticosa 'Petite Butterflies',SHRUBS,58.svg,simple-flower,Simple flower,#88B177
Tasmanian Tree Fern,Dicksonia Antarctica,SHRUBS,37.svg,swirling-grass-vine,Swirling grass/vine,#6AAD70
Texas Privet,Ligustrum japonicum 'Texanum',SHRUBS,87.svg,dense-wavy-shrub,Dense wavy shrub,#72AB69
Thuja 'Emerald Green',Thuja occidentalis 'Emerald Green',SHRUBS,90.svg,woven-conifer-mass,Woven conifer mass,#8DA583
Thuja Hightlights&#8482; 'Janed Gold',Thuja occidentalis 'Janed Gold',SHRUBS,52.svg,spiky-round-rosette,Spiky round rosette,#E1D45B
Tropical Hibiscus,Hibiscus rosa-sinensis,SHRUBS,38.svg,vine-leaf-trail,Vine leaf trail,#64925D
Tropical Plumeria,Plumeria rubra,SHRUBS,68.svg,serrated-round-shrub,Serrated round shrub,#71A468
Tropicanna&#174; Black Canna,Canna indica 'Tropicanna Black',SHRUBS,99.svg,angular-rosette,Angular rosette,#799272
Canna 'Orange Stripe',Canna indica 'Orange Stripe',SHRUBS,14.svg,broadleaf-rosette,Broadleaf rosette,#F97E1A
Canna 'Gold Stripe',Canna indica 'Gold Stripe',SHRUBS,61.svg,textured-low-mat,Textured low mat,#E49A3E
Tuff Stuff Ah-Ha&#174; Reblooming Mountain Hydrangea,Hydrangea serrata 'Tuff Stuff Ah-Ha',SHRUBS,59.svg,lobed-flower,Lobed flower,#7F9772
Rosemary 'Tuscan Blue',Rosmarinus officinalis 'Tuscan Blue',SHRUBS,35.svg,small-flowering-mound,Small flowering mound,#DB9DBD
Variegated Boxleaf Euonymus,Euonymus japonicus 'Microphyllus Variegata',SHRUBS,20.svg,round-shrub-mass,Round shrub mass,#78AB7A
Variegated Lilyturf,Liriope muscari 'Variegata',SHRUBS,102.svg,flowering-branch-cluster,Flowering branch cluster,#678466
Variegated Smooth Agave,Agave desmettiana 'Variegata',SHRUBS,83.svg,needle-leaf-clump,Needle leaf clump,#A2BFBD
Viburnum 'Spring Bouquet',Viburnum tinus 'Spring Bouquet',SHRUBS,49.svg,airy-flower-spike,Airy flower spike,#5D9155
Wee Bit Giddy&#174; Bigleaf Hydrangea,"Hydrangea macrophylla 'SMNHML' USPP32,317",SHRUBS,59.svg,lobed-flower,Lobed flower,#669556
Wee Bit Grumpy&#174; Bigleaf Hydrangea,Hydrangea macrophylla 'Stragrum',SHRUBS,95.svg,petal-ring-flower,Petal ring flower,#7F9F7A
Western Sword Fern,Polystichum munitum,SHRUBS,86.svg,branching-vine-shrub,Branching vine/shrub,#79A776
White Myoporum,Myoporum parvifolium (White),SHRUBS,75.svg,textured-round-groundcover,Textured round groundcover,#B6BFB0
Oleander 'White',Nerium oleander 'White',SHRUBS,21.svg,irregular-shrub-mass,Irregular shrub mass,#BDC4AB
White Pillar&#174; Rose of Sharon,Hibiscus syriacus 'Gandini van Aart',SHRUBS,93.svg,small-round-shrub,Small round shrub,#CF76AC
Wild Lilac 'Carmel Creeper',Ceanothus griseus horizontalis,SHRUBS,40.svg,airy-branching-flower,Airy branching flower,#77AC6C
Wild Lilac 'Dark Star',Ceanothus 'Dark Star',SHRUBS,51.svg,dense-ring-shrub,Dense ring shrub,#78956A
Wild Lilac 'Diamond Heights',Ceanothus 'Diamond Heights',SHRUBS,111.svg,rocky-broken-shrub,Rocky broken shrub,#6A9263
Wild Lilac 'Frosty Blue',Ceanothus 'Frosty Blue',SHRUBS,107.svg,fringed-round-shrub,Fringed round shrub,#8681BC
Wild Lilac 'Skylark',,SHRUBS,88.svg,textured-round-shrub,Textured round shrub,#82A380
Wild Lilac 'Valley Violet',Ceanothus maritimus 'Valley Violet',SHRUBS,73.svg,cloud-shrub-mound,Cloud shrub mound,#84A083
Daphne 'Marginata',Daphne odora 'Marginata',SHRUBS,76.svg,dotted-flower-rosette,Dotted flower rosette,#79AD70
Yeddo Hawthorn 'Minor',Rhaphiolepis umbellata 'Minor',SHRUBS,24.svg,dense-textured-groundcover,Dense textured groundcover,#6B8961
Yellow Fortnight Lily,Dietes bicolor (Moraea),SHRUBS,99.svg,angular-rosette,Angular rosette,#DED94F
Yucca 'Blue Sentry',Yucca rigida 'Blue Sentry',SHRUBS,103.svg,radial-spike-canopy,Radial spike canopy,#8582BB
